path,url,topic,source_pdf,duration,sentence,sentence_rus,flag
sound_0000173.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000173.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",2.96,Мӕн балӕхӕнын хъӕуы плёнкӕ.,Мне нужно купить пленку.,-
sound_0000174.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000174.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",3.55,Кӕм балхӕнӕн ис ам хуызисӕн дзаумӕттӕ?,Где здесь можно приобрести фототовары?,-
sound_0000175.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000175.mp3,53. Ч.1. Ванна,"53. В гостинице, в гостях.pdf",1.88,Мӕн фӕнды мӕхи ныннайын.,Я хочу искупаться.,-
sound_0000176.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000176.mp3,53. Ч.1. Ванна,"53. В гостинице, в гостях.pdf",1.18,Кӕм и уӕ ваннӕ?,Где у вас ванна?,-
sound_0000177.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000177.mp3,53. Ч.1. Ванна,"53. В гостинице, в гостях.pdf",1.76,Кӕм уӕм ис хи цӕхсӕн?,Где у вас можно помыться?,-
sound_0000178.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000178.mp3,53. Ч.1. Ванна,"53. В гостинице, в гостях.pdf",7.33,Уӕ хъӕуы абана ис? гостиница.,"Есть у вас в селении баня? Гость, Есть ли здесь гостиница?",⚠ распознан как русский — на проверку
sound_0000179.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000179.mp3,"53. Ч.2. Гость, гостиница","53. В гостинице, в гостях.pdf",2.98,"Дуар-ма бакӕн, дӕ хорзӕхӕй.","Открой, пожалуйста, дверь.",-
sound_0000180.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000180.mp3,53. Ч.3. Дверь,"53. В гостинице, в гостях.pdf",4.68,"Руд зынг-ма бакӕ, дӕ хорзӕхӕй.","Открой, пожалуйста, окно.",⚠ распознан как русский — на проверку
sound_0000181.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000181.mp3,53. Ч.3. Дверь,"53. В гостинице, в гостях.pdf",5.32,"Руд зынг-ма сӕхгӕ, дӕ хорзӕхӕй.","Закрой, пожалуйста, окно.",⚠ распознан как русский — на проверку
sound_0000182.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000182.mp3,53. Ч.4. Окно,"53. В гостинице, в гостях.pdf",5.08,"Камины арт бакӕн, дӕ хорзӕхӕй.","Затопи, пожалуйста, камин.",-
sound_0000183.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000183.mp3,53. Ч.8. Стирка,"53. В гостинице, в гостях.pdf",15.15,Дзаума сыгъдӕг кӕнынмӕ кӕдӕм радтӕ уа?,Куда можно сдать вещь в чистку?,-
sound_0000184.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000184.mp3,53. Ч.9. Чистка,"53. В гостинице, в гостях.pdf",7.98,Мӕ пиджак,свой пиджак.,-
sound_0000185.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000185.mp3,53. Ч.9. Чистка,"53. В гостинице, в гостях.pdf",5.75,Мӕ хӕлаф,свои брюки.,-
sound_0000186.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000186.mp3,53. Ч.9. Чистка,"53. В гостинице, в гостях.pdf",3.86,Мӕ къаба,свое платье.,⚠ распознан как русский — на проверку
,,53. Ч.10. Шитье,"53. В гостинице, в гостях.pdf",0.0,Мӕ хӕлаф,свои брюки.,не удалось выровнять — нарезать вручную
sound_0000187.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000187.mp3,53. Ч.10. Шитье,"53. В гостинице, в гостях.pdf",2.41,Мӕ зӕрды ис хӕлаф бахуыйын кӕнын.,Я хочу заказать брюки.,-
,,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",0.0,буфетис?,буфет?,нет осетинского аудио — проверить
,,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",0.0,ресторан ис?,ресторан?,нет осетинского аудио — проверить
,,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",0.0,Ацы стъол ахст нӕу?,Этот стол не занят?,нет осетинского аудио — проверить
sound_0000188.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000188.mp3,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",15.2,Ацы бандон ахст нӕу?,Этот стул не занят?,⚠ распознан как русский — на проверку
sound_0000189.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000189.mp3,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",5.74,Демӕ сбадын ӕмбӕлы?,Можно с тобой сесть?,-
sound_0000190.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000190.mp3,"54. Ч.1. Ресторан, буфет, столовая","54. Ч. 1. Ресторан, буфет, столовая.pdf",26.08,"Табуа фси, сбад.","Пожалуйста, садись.",⚠ распознан как русский — на проверку; очень длинный — проверить
sound_0000191.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000191.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",0.65,Ды бахордтай?,Ты кушал?,-
sound_0000192.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000192.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",3.7,Аходӕн хордтай?,Ты завтракал?,-
sound_0000193.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000193.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",3.0,Ӕз ӕххормаг дӕн.,Я голоден.,-
sound_0000194.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000194.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",1.89,Мах ӕххормаг стӕм.,Мы голодны.,-
sound_0000195.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000195.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",1.97,Мӕнмӕ хӕрын цӕуы.,Я хочу есть.,-
sound_0000196.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000196.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",0.72,Цом аходӕн бахӕрӕм.,Пойдем позавтракаем.,-
sound_0000197.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000197.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",0.58,Дон нуазын мӕм цӕуы.,Я хочу пить.,-
sound_0000198.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000198.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",3.09,Хӕринаг скӕнынмӕ-ма мӕм фӕкӕс.,Помоги мне приготовить поесть.,-
sound_0000199.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000199.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",1.53,Сихор,обед?,-
sound_0000200.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000200.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",2.16,"Райс-ма, ахӕр-ма, дӕ хорзӕхӕй.","Угощайся, ешь, пожалуйста.",-
sound_0000201.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000201.mp3,"54. Ч.2. Завтрак, обед, ужин","54. Ч.2. Завтрак, обед, ужин.pdf",19.17,"Райсут-ма, ахӕрут-ма, уӕ хорзӕхӕй.","Угощайтесь, ешьте, пожалуйста.",-
sound_0000202.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000202.mp3,54. Ч.3. Меню,"54. Ч.3, 4. Меню. Закуски.pdf",12.39,"Меню-ма мӕм авӕр, дӕ хорзӕхӕй.","Дай, пожалуйста, мне меню.",⚠ распознан как русский — на проверку
sound_0000203.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000203.mp3,54. Ч.3. Меню,"54. Ч.3, 4. Меню. Закуски.pdf",3.02,"Официанткӕ, фӕрӕв дз-ма мӕ кӕн, дӕ хорзӕхӕй. Тынг тагъд кӕнын.","Официантка, обслужи меня, пожалуйста. Я очень спешу.",-
sound_0000204.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000204.mp3,54. Ч.3. Меню,"54. Ч.3, 4. Меню. Закуски.pdf",5.72,"Официанткӕ, фӕрӕв дз-ма нӕ кӕн, дӕ хорзӕхӕй. Тынг тагъд кӕнӕм.","Официантка, обслужи нас, пожалуйста. Мы очень спешим.",-
,,54. Ч.3. Меню,"54. Ч.3, 4. Меню. Закуски.pdf",0.0,"Рахӕсс-ма мын, дӕ хорзӕхӕй…","Принеси мне, пожалуйста…",не удалось выровнять — нарезать вручную
,,54. Ч.3. Меню,"54. Ч.3, 4. Меню. Закуски.pdf",0.0,"Рахӕсс-ма нын, дӕ хорзӕхӕй…","Принеси нам, пожалуйста…",не удалось выровнять — нарезать вручную
sound_0000205.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000205.mp3,54. Ч.4. Закуски,"54. Ч.3, 4. Меню. Закуски.pdf",1.4,Ис уӕм…,У вас есть…,-
sound_0000206.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000206.mp3,54. Ч.4. Закуски,"54. Ч.3, 4. Меню. Закуски.pdf",3.52,къалбас.,колбасу — лук.,-
sound_0000207.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000207.mp3,54. Ч.4. Закуски,"54. Ч.3, 4. Меню. Закуски.pdf",0.68,пъамидортӕ.,помидоры.,-
,,54. Ч.4. Закуски,"54. Ч.3, 4. Меню. Закуски.pdf",0.0,", тж.",редиску.,не удалось выровнять — нарезать вручную
sound_0000208.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000208.mp3,54. Ч.4. Закуски,"54. Ч.3, 4. Меню. Закуски.pdf",6.91,джитъритӕй салат.,салат из огурцов.,-
sound_0000209.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000209.mp3,54. Ч.5. Первые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",2.93,"Авӕр-ма мын, дӕ хорзӕхӕй…","Подай мне, пожалуйста…",-
sound_0000210.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000210.mp3,54. Ч.5. Первые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",8.18,борщ дзидзаимӕ.,борщ мясной.,-
sound_0000211.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000211.mp3,54. Ч.5. Первые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",4.61,дзидзайы хъӕрхуыпп. блюда.,мясной суп. Ч.6. Вторые,-
sound_0000212.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000212.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",24.99,дзидзайы хъӕрхуыпп. блюда.,мясной суп. Ч.6. Вторые,очень длинный — проверить
sound_0000213.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000213.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",2.15,Фысы фыд къуыдыр фыхӕй уӕм ис?,баранина отварная?,-
sound_0000214.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000214.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",1.08,Катлеттӕ уӕм ис?,котлеты?,-
sound_0000215.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000215.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",0.93,Гогызы фыд уӕм ис?,индейка?,-
sound_0000216.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000216.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",3.27,Карчы фыд уӕм ис?,курятина?,-
sound_0000217.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000217.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",2.76,Уыргтӕ уӕм ис?,почки?,-
sound_0000218.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000218.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",1.04,Сосискӕтӕ уӕм ис?,сосиски?,-
sound_0000219.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000219.mp3,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",4.7,Роды фыд уӕм ис?,телятина?,-
,,54. Ч.6. Вторые блюда,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",0.0,Хъайла уӕм ис?,яичница?,не удалось выровнять — нарезать вручную
sound_0000220.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000220.mp3,54. Ч.7. Напитки,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",22.78,Напитки тж.,Ч. 7. Минеральная вода.,очень длинный — проверить
sound_0000221.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000221.mp3,54. Ч.7. Напитки,"54_Ч_5_7_Первые,_вторые_блюда,_напитки.pdf",1.29,Цай лимонимӕ.,Чай с лимоном.,-
sound_0000222.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000222.mp3,54. Ч.8. Порция,54. Ч.8-11.pdf,1.54,"Рахӕсс-ма, дӕ хорзӕхӕй…","Принеси, пожалуйста…",-
sound_0000223.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000223.mp3,54. Ч.8. Порция,54. Ч.8-11.pdf,12.79,порцийы ’рдӕг катлеттӕ.,полпорции котлет.,-
sound_0000224.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000224.mp3,54. Ч.8. Порция,54. Ч.8-11.pdf,0.49,иу агуывзӕ кампот.,один стакан компота.,-
sound_0000225.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000225.mp3,54. Ч.8. Порция,54. Ч.8-11.pdf,4.33,дыууӕ агуывзӕйы кампот.,два стакана компота.,-
sound_0000226.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000226.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,0.94,"Рахӕсс-ма, дӕ хорзӕхӕй…","Принеси, пожалуйста…",-
sound_0000227.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000227.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,1.32,"Авӕр-ма мын, дӕ хорзӕхӕй,…","Дай мне, пожалуйста,…",-
sound_0000228.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000228.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,1.48,"Авӕр-ма нын, дӕ хорзӕхӕй,…","Дай нам, пожалуйста,…",-
sound_0000229.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000229.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,0.71,иу прибор.,один прибор.,-
sound_0000230.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000230.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,22.42,агуывзӕ.,стакан.,очень длинный — проверить
sound_0000231.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000231.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,2.11,вилкӕ.,вилку.,-
sound_0000232.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000232.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,0.32,кард.,нож.,-
sound_0000233.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000233.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,0.79,дыууӕ карды.,два ножа.,-
sound_0000234.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000234.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,0.45,рюмкӕ.,рюмку.,-
sound_0000235.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000235.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,1.36,тӕбӕгъ.,тарелку.,-
sound_0000236.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000236.mp3,54. Ч.9. Прибор,54. Ч.8-11.pdf,5.48,штопор. и специи,штопор. Ч.10. Приправа,-
sound_0000237.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000237.mp3,54. Ч.10. Приправа и специи,54. Ч.8-11.pdf,1.14,Цӕхх-ма рахӕсс.,Принеси соль.,-
sound_0000238.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000238.mp3,54. Ч.10. Приправа и специи,54. Ч.8-11.pdf,4.08,Горчицӕ-ма рахӕсс.,Принеси горчицу.,-
sound_0000239.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000239.mp3,54. Ч.10. Приправа и специи,54. Ч.8-11.pdf,3.45,Сырх цывзы-ма рахӕсс.,Принеси красный перец.,-
sound_0000240.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000240.mp3,54. Ч.10. Приправа и специи,54. Ч.8-11.pdf,3.04,Бырц-ма рахӕсс.,Принеси черный перец.,-
sound_0000241.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000241.mp3,54. Ч.11. Счет,54. Ч.8-11.pdf,0.88,"Рахӕсс-ма, дӕ хорзӕхӕй…","Принеси, пожалуйста…",-
sound_0000242.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000242.mp3,54. Ч.11. Счет,54. Ч.8-11.pdf,2.52,"Авӕр-ма мын, дӕ хорзӕхӕй,…","Дай мне, пожалуйста,…",-
sound_0000243.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000243.mp3,54. Ч.11. Счет,54. Ч.8-11.pdf,1.96,"Авӕр-ма нын, дӕ хорзӕхӕй,…","Дай нам, пожалуйста,…",-
,,54. Ч.11. Счет,54. Ч.8-11.pdf,0.0,"Ӕхца-ма мӕ райс, дӕ хорзӕхӕй.","Рассчитай меня, пожалуйста.",не удалось выровнять — нарезать вручную
,,54. Ч.11. Счет,54. Ч.8-11.pdf,0.0,"Ӕхца-ма нӕ райс, дӕ хорзӕхӕй.","Рассчитай нас, пожалуйста.",не удалось выровнять — нарезать вручную
,,54. Ч.11. Счет,54. Ч.8-11.pdf,0.0,"Хыгъд-ма рахӕсс, дӕ хорзӕхӕй.","Принесите, пожалуйста, счет.",не удалось выровнять — нарезать вручную
,,55. Промышленные предприятия,55. Промышленные предприятия.pdf,0.0,предприятия,55. Промышленные,нет осетинского аудио — проверить
sound_0000244.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000244.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.08,"Бирӕ заводтӕ, фабрикӕтӕ ис уӕ районы?","Много заводов, фабрик есть в вашем районе?",-
sound_0000245.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000245.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,4.82,"Цавӕр заводтӕ, фабрикӕтӕ ис уӕ рес публикӕйы?","Какие заводы, фабрики есть в вашей республике?",-
sound_0000246.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000246.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,2.52,Цавӕр продукци уадзы уӕ завод?,Какую продукцию выпускает ваш завод?,-
,,55. Промышленные предприятия,55. Промышленные предприятия.pdf,0.0,Цал кусӕджы ис уӕ заводы?,Сколько рабочих у вас на заводе?,нет осетинского аудио — проверить
sound_0000247.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000247.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,3.33,Ӕз кусын,Я работаю,-
sound_0000248.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000248.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.0,вагӕттӕремонтгӕнӕн заводы.,на вагоноремонтном заводе.,-
,,55. Промышленные предприятия,55. Промышленные предприятия.pdf,0.0,хӕдзарыдзаумагӕнӕн фабрикӕйы.,на мебельной фабрике.,выравнивание не удалось — проверить
,,55. Промышленные предприятия,55. Промышленные предприятия.pdf,0.0,машинӕтӕгӕнӕн заводы.,на машиностроит-м заводе.,выравнивание не удалось — проверить
sound_0000249.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000249.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,0.62,Заводы директор чи у?,Кто директор завода?,-
sound_0000250.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000250.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,15.1,Мӕн йемӕ аныхас кӕнын хъӕуы.,Мне надо с ним поговорить.,-
sound_0000251.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000251.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,2.17,Мӕ зӕрдӕмӕ фӕцыд уӕ завод.,Мне понравился ваш завод.,-
sound_0000252.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000252.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,4.18,Мӕн фӕнды куысты ныллӕууын.,Я хочу поступить на работу.,-
sound_0000253.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000253.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,2.12,Рӕстӕмбис нымадӕй мӕй цас бакусыс?,Какой у тебя средний заработок в месяц?,-
sound_0000254.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000254.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.22,Дӕ мызд та цас у?,Какой у тебя оклад?,-
sound_0000255.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000255.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,2.07,Прем итӕ арӕх фӕисут?,Премии часто получаете?,-
sound_0000256.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000256.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.64,Ӕз ссыдтӕн,Я приехал,-
sound_0000257.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000257.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,2.44,сымах фӕлдтӕрдзинад сахуыр кӕнынмӕ.,изучать ваш опыт.,-
sound_0000258.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000258.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,4.27,Махӕн дӕр ӕхсызгон у нӕ фӕлтӕрдзинадӕй сымахӕн бахай кӕнын.,Мы рады в свою очередь поделиться с вами опытом.,-
sound_0000259.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000259.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.8,"Базонгӕ-ма мӕ кӕн, дӕ хорзӕхӕй,","Познакомьте меня, пожалуйста,",-
sound_0000260.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000260.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,1.91,уӕ заводы куыстимӕ.,с работой вашего завода.,-
sound_0000261.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000261.mp3,55. Промышленные предприятия,55. Промышленные предприятия.pdf,99.5,Базонгӕ-ма мӕ кӕн механикон цехы куыстимӕ.,Познакомь меня с работой — механического цеха.,⚠ распознан как русский — на проверку; очень длинный — проверить
sound_0000262.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000262.mp3,56. Строительство,56. Строительство.pdf,5.75,Цӕрӕн хӕдзӕрттӕ аразыны хъуыддӕгтӕ уӕм куыд сты уӕ хъӕуы?,Как у вас с жилищным строительством в селе?,-
sound_0000263.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000263.mp3,56. Строительство,56. Строительство.pdf,2.95,Арӕзтады ног методтӕй пайда кӕнут?,Внедряются ли новые методы строительства?,-
,,56. Строительство,56. Строительство.pdf,0.0,Уӕ районы арӕзтатдон дур ис?,Есть ли у вас в р-не строительный камень?,нет осетинского аудио — проверить
sound_0000264.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000264.mp3,56. Строительство,56. Строительство.pdf,2.45,Кӕд фӕуыдызстут арӕзт ацы завод?,Когда закончите строительство этого завода?,-
sound_0000265.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000265.mp3,56. Строительство,56. Строительство.pdf,4.29,Арӕзтады проектимӕ-ма мӕ базонгӕ кӕн.,Познакомь меня с проектом стройки.,-
sound_0000266.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000266.mp3,56. Строительство,56. Строительство.pdf,3.73,Тагъд арӕзт цӕуы хӕдзар.,Дом строится быстро.,-
sound_0000267.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000267.mp3,56. Строительство,56. Строительство.pdf,2.69,Сындӕг арӕзт цӕуы хӕдзар.,Дом строится медленно.,-
sound_0000268.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000268.mp3,56. Строительство,56. Строительство.pdf,2.26,Мӕн хъӕуы…,Мне нужно…,-
sound_0000269.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000269.mp3,56. Строительство,56. Строительство.pdf,1.53,хъӕдӕрмӕг.,лесоматериал.,-
sound_0000270.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000270.mp3,56. Строительство,56. Строительство.pdf,13.47,ӕмбӕрзӕн дур.,черепица.,-
,,57. Ч.1. Сельское хозяйство,,0.0,Мах хӕдзарад ныртӕккӕ…,Наше хозяйство сейчас…,нет осетинского аудио — проверить
sound_0000271.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000271.mp3,57. Ч.1. Сельское хозяйство,,4.86,Сымах хӕдзарад ныртӕккӕ…,Ваше хозяйство сейчас…,-
sound_0000272.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000272.mp3,57. Ч.1. Сельское хозяйство,,5.22,Уыдоны хӕдзарад ныртӕккӕ…,Их хозяйство сейчас…,-
,,57. Ч.1. Сельское хозяйство,,0.0,хуым кӕны.,пашет.,нет осетинского аудио — проверить
,,57. Ч.1. Сельское хозяйство,,0.0,тауы мӕнӕу.,сеет пшеницу.,нет осетинского аудио — проверить
